id,cell_type,classification_system,pt_supervoxel_id,pt_root_id
83197,5P-IT,excitatory_neuron,113237397613365053,864691135538479858
53662,5P-IT,excitatory_neuron,100642766257966879,864691135397419041
38439,6P-CT,excitatory_neuron,92418351837578379,864691135594233899
70986,5P-NP,excitatory_neuron,106280925721445538,864691136924491748
89854,23P,excitatory_neuron,118228218800296033,864691135323388572
32341,oligo,nonneuron,90024370889823846,864691136424690735
84005,oligo,nonneuron,112256839332384215,864691136057353688
15181,OPC,nonneuron,84046395090222921,864691136267610356
26188,oligo,nonneuron,88758282512134572,864691136038204941
43456,oligo,nonneuron,94596414914880084,864691135688967392
76218,23P,excitatory_neuron,110907669308569769,864691135684979127
61614,23P,excitatory_neuron,103448583499799504,864691135156822116
3277,6P-IT,excitatory_neuron,79961639667443938,864691135065697092
58579,5P-IT,excitatory_neuron,101979154459178958,864691135876953171
83057,OPC,nonneuron,113588759761019201,864691136812222835
6205,23P,excitatory_neuron,80865233476256312,864691136812223859
54166,OPC,nonneuron,98956596658612805,864691135695972250
72152,23P,excitatory_neuron,107600614217273773,864691135561440737
63581,4P,excitatory_neuron,104790469057735036,864691136008452012
64387,astrocyte,nonneuron,105007072243936130,864691136111359928
58210,4P,excitatory_neuron,101765781087877152,864691136926255178
78888,oligo,nonneuron,111551502690439206,864691136740415836
10610,23P,excitatory_neuron,83958296855485490,864691135772728139
22316,23P,excitatory_neuron,89376140065988251,864691136137463691
54395,oligo,nonneuron,100435028286501848,864691136425363759
74117,5P-ET,excitatory_neuron,108384497019781428,864691135463337373
87961,oligo,nonneuron,115423982911922074,864691135568929158
63248,OPC,nonneuron,103313892922485394,864691135014289302
68223,4P,excitatory_neuron,105493949468464539,864691135213942072
77916,4P,excitatory_neuron,111898810791858010,864691136723395325
21145,oligo,nonneuron,87001744772835025,864691135440456520
33113,oligo,nonneuron,90237539310606352,864691136489824274
49456,BC,inhibitory_neuron,98116500853921940,864691135304006567
26261,6P-CT,excitatory_neuron,88264670779360809,864691135304258215
20271,MC,inhibitory_neuron,86505795570940641,864691135082692855
41949,oligo,nonneuron,95362912025289393,864691135589952011
8360,5P-NP,excitatory_neuron,82633247837777185,864691136903893170
2984,6P-IT,excitatory_neuron,80031183911684711,864691135780787792
38834,6P-IT,excitatory_neuron,93896301154470128,864691135703127931
78450,oligo,nonneuron,111760066234937003,864691135334525417
46695,4P,excitatory_neuron,97754074199686914,864691135684270834
21505,6P-IT,excitatory_neuron,85877082084885296,864691135490941159
39496,23P,excitatory_neuron,96128378612379759,864691135800086882
36681,oligo,nonneuron,93254254881620218,864691136968627406
41502,4P,excitatory_neuron,95784025649877021,864691135892234633
66438,23P,excitatory_neuron,106331503323325631,864691135874310030
93803,oligo,nonneuron,77359508162269330,864691135937369397
68888,5P-IT,excitatory_neuron,105778860687658652,864691134918300682
25510,oligo,nonneuron,88963754821614478,864691136023998265
5498,23P,excitatory_neuron,82622046563455846,864691136309699418
60583,oligo,nonneuron,102480600480678961,864691136903406770
25927,6P-IT,excitatory_neuron,88475090421070247,864691135480311494
50774,23P,excitatory_neuron,99437083508403519,864691136423469871
37992,6P-CT,excitatory_neuron,92839738461196056,864691135491712607
92002,4P,excitatory_neuron,77421012026798006,864691135684229106
26668,6P-IT,excitatory_neuron,87563388116583981,864691136723565053
25691,OPC,nonneuron,88121802785991976,864691135695244479
81144,23P,excitatory_neuron,112174101149797482,864691135480671430
32107,oligo,nonneuron,90094395432562267,864691135776669024
43520,astrocyte,nonneuron,95510452809244578,864691135477347240
42908,OPC,nonneuron,94524671445509719,864691136362244066
37615,oligo,nonneuron,92062384076047190,864691136092993972
30908,5P-IT,excitatory_neuron,91635774168446931,864691135939601412
15669,OPC,nonneuron,83276117804473218,864691135939417089
9874,23P,excitatory_neuron,84165348370665831,864691136084398956
31258,5P-ET,excitatory_neuron,91708684996482579,864691135760944462
80655,oligo,nonneuron,110503255859261746,864691135462847645
20572,oligo,nonneuron,86013627417009757,864691135817411663
68159,4P,excitatory_neuron,106973685692637306,864691136618263003
5489,23P,excitatory_neuron,82271783457418502,864691136451820543
60061,oligo,nonneuron,102195483438829391,864691135474623040
74194,5P-IT,excitatory_neuron,109228990938046866,864691134941173859
29688,4P,excitatory_neuron,91632407115519557,864691136451990783
23775,oligo,nonneuron,88466500889007473,864691135918332336
76463,23P,excitatory_neuron,111892489136689465,864691135716337178
59372,oligo,nonneuron,102475995671531834,864691136973669660
53877,5P-IT,excitatory_neuron,98604135133356134,864691135270572453
83962,5P-IT,excitatory_neuron,114157001315462006,864691135847934814
94007,astrocyte,nonneuron,77856556204998146,864691135571117037
91293,5P-NP,excitatory_neuron,116761470557555593,864691136021136632
34452,23P,excitatory_neuron,93881250783428799,864691135941359105
81460,23P,excitatory_neuron,113161668078932413,864691135859618664
66166,6P-IT,excitatory_neuron,103185318916156490,864691135463617342
15349,OPC,nonneuron,84470186962736219,864691135733380406
58843,4P,excitatory_neuron,101485130946258210,864691135345242527
67917,4P,excitatory_neuron,105352937974576415,864691135883869552
42046,4P,excitatory_neuron,95786842745780054,864691135865687772
21327,OPC,nonneuron,86720956118331700,864691136238289935
79906,6P-CT,excitatory_neuron,110077882566742326,864691135955797962
14555,6P-IT,excitatory_neuron,84184040001277137,864691135741222251
39345,23P,excitatory_neuron,95566665139658526,864691136371437704
49420,oligo,nonneuron,97483182022174562,864691135994951330
49301,BC,inhibitory_neuron,98396258783652632,864691135114169753
54901,oligo,nonneuron,98888152932456512,864691136031775163
22558,23P,excitatory_neuron,88041332077293945,864691135343719345
66974,23P,excitatory_neuron,105701069636040747,864691135374768328
19745,oligo,nonneuron,85447790440162816,864691135494051472
36203,4P,excitatory_neuron,93886336964131692,864691135592444171
86443,23P,excitatory_neuron,115061488209187199,864691135660876784
53053,4P,excitatory_neuron,98952816953196221,864691135754711501
92870,6P-CT,excitatory_neuron,118875006582457153,864691136031687355
18938,5P-IT,excitatory_neuron,86289192451626716,864691135587811708
36449,5P-IT,excitatory_neuron,93887847786216831,864691135781826640
49986,oligo,nonneuron,97342720821350763,864691135476666688
37341,5P-IT,excitatory_neuron,92552698280876024,864691136602698193
46585,OPC,nonneuron,97752288768424710,864691135270419621
59468,OPC,nonneuron,101067659118156300,864691135611085575
85342,6P-CT,excitatory_neuron,114163392427861096,864691135749448489
19237,OPC,nonneuron,86501534829190388,864691135868374038
13839,oligo,nonneuron,83899953013373538,864691136236678671
59757,oligo,nonneuron,101351263862019397,864691135697357589
60762,6P-CT,excitatory_neuron,102762488310853566,864691135731004345
37157,oligo,nonneuron,93749997052566818,864691135385249365
41892,4P,excitatory_neuron,94660530186830227,864691136040043262
53338,OPC,nonneuron,100360055002092712,864691135517201875
82193,4P,excitatory_neuron,112600917954074020,864691135940739750
2334,astrocyte,nonneuron,79533998765915481,864691136436875934
6119,4P,excitatory_neuron,82625620042985006,864691135060581531
89373,OPC,nonneuron,114866255705873278,864691135360125255
12721,BC,inhibitory_neuron,82841398059575735,864691135810347468
81352,BC,inhibitory_neuron,113087933489373263,864691136041021782
80515,oligo,nonneuron,110501057306010370,864691135945442596
39864,23P,excitatory_neuron,95498701443273207,864691135849121886
31007,BC,inhibitory_neuron,91637080173862690,864691135368954361
40136,23P,excitatory_neuron,96131745933585493,864691135013895830
91357,oligo,nonneuron,117817344847611552,864691136594492578
40085,23P,excitatory_neuron,95639851852145970,864691135492349023
66124,6P-CT,excitatory_neuron,104170618504944887,864691136144401204
19630,oligo,nonneuron,85586124088806162,864691135540175730
22684,23P,excitatory_neuron,88815800848765109,864691135760233038
15523,6P-IT,excitatory_neuron,84187682267505337,864691135467941260
57777,4P,excitatory_neuron,101484167598227735,864691136911644913
7528,BPC,inhibitory_neuron,82628644035698480,864691135335308009
73359,4P,excitatory_neuron,109295099342549729,864691135581590381
81597,23P,excitatory_neuron,113372843500528197,864691135355545295
74489,oligo,nonneuron,107752277632140970,864691135337729510
54198,6P-CT,excitatory_neuron,98887190121649544,864691135684921783
54610,6P-IT,excitatory_neuron,98677801808591450,864691135441344584
16476,23P,excitatory_neuron,85857153302773001,864691135873787022
86801,4P,excitatory_neuron,114362403562691833,864691135233934425
85831,astrocyte,nonneuron,77062296626571982,864691135807280925
89865,oligo,nonneuron,116959932271713748,864691136521872785
84336,6P-IT,excitatory_neuron,113384044506690344,864691135715236122
31565,oligo,nonneuron,90726545831962072,864691135620793284
48423,5P-ET,excitatory_neuron,98462779505404830,864691135275377637
44516,6P-IT,excitatory_neuron,95375350317758261,864691135307980870
28937,23P,excitatory_neuron,89800483170173853,864691135570037126
3887,6P-CT,excitatory_neuron,79541077073765960,864691136724380669
72477,23P,excitatory_neuron,109643574802593895,864691135888522889
48272,astrocyte,nonneuron,97547023288433424,864691135396922613
10398,OPC,nonneuron,82832052814166702,864691135583163245
55875,oligo,nonneuron,100231000361218447,864691135736881540
62426,OPC,nonneuron,103593099686897878,864691135730141625
41717,5P-IT,excitatory_neuron,94942760674888636,864691134887138298
44348,6P-IT,excitatory_neuron,95304637439528617,864691136966383822
26679,OPC,nonneuron,88901562420022592,864691135383301611
15793,23P,excitatory_neuron,85926765662488966,864691135270898853
44204,oligo,nonneuron,94458701687223889,864691136486785298
60860,6P-IT,excitatory_neuron,101003749803680953,864691135386152021
20054,6P-IT,excitatory_neuron,86153265527779831,864691135387329665
62747,OPC,nonneuron,104719000399255287,864691137197856065
45895,23P,excitatory_neuron,96763896467301974,864691135156006500
65971,BC,inhibitory_neuron,104449757623428087,864691135994815946
28353,23P,excitatory_neuron,90290178228757849,864691136194825430
61137,oligo,nonneuron,101216094060296670,864691136813750134
30736,5P-IT,excitatory_neuron,91635979856950632,864691135756070605
85253,oligo,nonneuron,113176856357905360,864691136116182692
73997,5P-IT,excitatory_neuron,108454178166498657,864691135307333958
20284,6P-IT,excitatory_neuron,86928763950253322,864691136267335668
93897,6P-CT,excitatory_neuron,76304802036363792,864691136140965858
55964,OPC,nonneuron,101194034168990631,864691135884262256
85480,oligo,nonneuron,113107862137444732,864691135476219332
67348,23P,excitatory_neuron,105702101568737259,864691135516916691
79154,BC,inhibitory_neuron,110075614086132757,864691135215391544
65258,oligo,nonneuron,104306958013857026,864691135474754112
34598,23P,excitatory_neuron,92333138881385674,864691135778426813
85436,5P-NP,excitatory_neuron,113107312180526249,864691136090114615
50966,23P,excitatory_neuron,100633009099042784,864691135772798715
41142,astrocyte,nonneuron,96065156089440340,864691136618480269
3124,6P-IT,excitatory_neuron,79186759451632572,864691135387517057
38096,MC,inhibitory_neuron,93613107653719566,864691136052923123
7437,23P,excitatory_neuron,81080737554022844,864691136272928702
91348,pericyte,nonneuron,117395888297038386,864691135858491438
68785,5P-IT,excitatory_neuron,107396929017215990,864691136967765454
5509,23P,excitatory_neuron,81425778046679665,864691135387412097
5063,23P,excitatory_neuron,80794244847131292,864691136618157275
80777,oligo,nonneuron,111559406033962427,864691136088939831
91827,oligo,nonneuron,117963305150233719,864691135337672166
73190,4P,excitatory_neuron,108308836943216841,864691136362324706
8098,6P-CT,excitatory_neuron,81790471302794286,864691135864825470
9538,oligo,nonneuron,80950994040973819,864691136418642327
47638,5P-IT,excitatory_neuron,98390210932793704,864691136100677749
90122,4P,excitatory_neuron,118511893068492814,864691136222045886
66873,23P,excitatory_neuron,106263881881828313,864691136389181047
32841,oligo,nonneuron,89956338473712555,864691136328933610
5535,OPC,nonneuron,81637983857844574,864691135355473359
80405,6P-IT,excitatory_neuron,110290912944664009,864691135946654049
55863,oligo,nonneuron,99245631851359364,864691135366972409
88827,oligo,nonneuron,114935111950337363,864691135758499918
705,23P,excitatory_neuron,80370039584488864,864691135383762923
17901,oligo,nonneuron,86284451344616993,864691136618461325
13447,5P-ET,excitatory_neuron,83054772504479216,864691136274522893
84653,6P-IT,excitatory_neuron,112682282015824586,864691136009429932
19636,5P-IT,excitatory_neuron,86150929468438928,864691135614448843
79132,5P-ET,excitatory_neuron,110145501726593582,864691135118242781
71412,23P,excitatory_neuron,109710988474961319,864691135490774759
19089,oligo,nonneuron,86218755390290702,864691135940112550
76444,23P,excitatory_neuron,110203982806783520,864691135396603125
50492,astrocyte,nonneuron,99645715638650990,864691136175018502
44817,astrocyte,nonneuron,97675803051188275,864691135207714425
44721,6P-CT,excitatory_neuron,95093532347666838,864691135448289682
56063,23P,excitatory_neuron,101618514041347279,864691136311929149
49151,oligo,nonneuron,97481464706257404,864691135939905190
54975,6P-CT,excitatory_neuron,98821837362239813,864691136389086736
89401,6P-IT,excitatory_neuron,115359180713636688,864691135516670163
6594,4P,excitatory_neuron,82346206114117977,864691135736909700
21157,oligo,nonneuron,85524276157106718,864691136123270531
19726,6P-IT,excitatory_neuron,86716214474620237,864691135810370845
12759,oligo,nonneuron,83333017329763957,864691135134667545
33634,23P,excitatory_neuron,93104034575318388,864691136092172212
49055,oligo,nonneuron,97060213978840960,864691136117470884
30938,oligo,nonneuron,91495036747222530,864691136145243956
75191,OPC,nonneuron,108248226699686575,864691134988438394
15924,OPC,nonneuron,85854954413190935,864691135800059234
24047,5P-IT,excitatory_neuron,88820267748736831,864691135480923078
53680,oligo,nonneuron,99517553680028145,864691135134669593
87810,oligo,nonneuron,115423776015459202,864691135807602461
58419,5P-IT,excitatory_neuron,102893122962900359,864691135463496261
44690,oligo,nonneuron,95093532213488106,864691135701200930
55643,6P-IT,excitatory_neuron,100651975070680071,864691135749009961
20427,astrocyte,nonneuron,85520633487834528,864691136022165240
15567,oligo,nonneuron,83414863166247025,864691135776117933
73842,oligo,nonneuron,108241011289030442,864691135699289890
45289,23P,excitatory_neuron,96832615944095848,864691135777573821
77408,oligo,nonneuron,110840187453799053,864691135700254843
22522,MC,inhibitory_neuron,88462034190476584,864691135716744730
92964,5P-IT,excitatory_neuron,78126005407293736,864691135374356424
21488,6P-IT,excitatory_neuron,86580150917528662,864691136389206135
47655,BPC,inhibitory_neuron,96982492586290927,864691135118687197
91060,4P,excitatory_neuron,77347757467413322,864691135059527835
37060,oligo,nonneuron,92130965912483904,864691136091193655
53213,BC,inhibitory_neuron,99587166778347975,864691136425623343
22729,23P,excitatory_neuron,88462995189181833,864691136137420427
25809,oligo,nonneuron,88333940146211368,864691135837559699
52628,oligo,nonneuron,99021468247440863,864691135012515830
15766,astrocyte,nonneuron,86206728542237774,864691135866068188
7433,oligo,nonneuron,80729924558011987,864691136330218474
2778,5P-IT,excitatory_neuron,78408717536088957,864691135211060416
90018,23P,excitatory_neuron,117877130926811675,864691135953772552
35004,4P,excitatory_neuron,93743605537370449,864691135886186608
33228,OPC,nonneuron,90169644065084866,864691135566638167
2485,BC,inhibitory_neuron,79815748956500550,864691135867635222
71651,23P,excitatory_neuron,109499402212947719,864691136741385308
69328,MC,inhibitory_neuron,105851016272208599,864691135749086505
61077,6P-IT,excitatory_neuron,101074737962458567,864691136965767374
9240,oligo,nonneuron,82146438594982268,864691135753744845
68809,oligo,nonneuron,106341741585963676,864691136310931034
6202,4P,excitatory_neuron,82625414019042507,864691134885504250
15479,oligo,nonneuron,84610238061465025,864691135941574054
44020,oligo,nonneuron,94598407846727470,864691135761531958
7879,MC,inhibitory_neuron,81577098066053263,864691136974433308
31271,oligo,nonneuron,90443078527657658,864691135212611712
54299,oligo,nonneuron,98746590407693466,864691135291733174
52142,OPC,nonneuron,100144344966736747,864691135785432004
7580,OPC,nonneuron,80661547605093419,864691135847916638
8977,oligo,nonneuron,81793219746454421,864691136056382168
9609,6P-IT,excitatory_neuron,80810738058529477,864691136109323448
65887,oligo,nonneuron,104239338317178508,864691135354896847
69872,oligo,nonneuron,107190359075265596,864691135494069392
39371,23P,excitatory_neuron,96129615093360386,864691136005743050
30556,BC,inhibitory_neuron,91426178892154345,864691136665155294
30738,5P-ET,excitatory_neuron,91707585551572813,864691135866975708
90167,4P,excitatory_neuron,117667536992199192,864691136724635133
62415,23P,excitatory_neuron,105140730955156514,864691135701228155
91372,6P-IT,excitatory_neuron,118732963155564742,864691135614467019
55749,OPC,nonneuron,98963537929652517,864691135875773582
82450,4P,excitatory_neuron,112531647983300730,864691136436763038
56958,23P,excitatory_neuron,101620714272467614,864691135545274664
74243,oligo,nonneuron,108805816601278439,864691136922752996
26816,6P-IT,excitatory_neuron,88971931633851158,864691135447348820
55065,OPC,nonneuron,98610044270342500,864691135888488073
18759,5P-IT,excitatory_neuron,86219098115311380,864691135989630720
70798,OPC,nonneuron,105647263023530259,864691136390419583
74670,BC,inhibitory_neuron,109160752631557144,864691135772785915
7307,5P-IT,excitatory_neuron,82137848794837523,864691135445799314
37747,6P-IT,excitatory_neuron,92837196645876874,864691135858007854
27549,23P,excitatory_neuron,91485964769312752,864691136118659608
17411,4P,excitatory_neuron,86917425303986805,864691135655372482
10364,astrocyte,nonneuron,83043021473766644,864691136024211769
60350,OPC,nonneuron,102760769183094339,864691136602087889
59817,oligo,nonneuron,100858957732027582,864691135698971525
64757,oligo,nonneuron,103531939755259999,864691136390378367
29014,23P,excitatory_neuron,90294095305803558,864691135755953362
90343,oligo,nonneuron,116754598542680826,864691135994562986
66571,pericyte,nonneuron,105840433003282016,864691135568741229
22046,23P,excitatory_neuron,87827339895475913,864691135466243397
80311,6P-IT,excitatory_neuron,110924643623825396,864691135701388155
41163,astrocyte,nonneuron,95292199482326342,864691136420736407
26732,OPC,nonneuron,88056794093606785,864691136005842061
79992,OPC,nonneuron,110993226131283158,864691136388593936
49643,6P-CT,excitatory_neuron,97271801515943626,864691135658868354
66279,oligo,nonneuron,104734256256919019,864691136486775570
80864,23P,excitatory_neuron,112664689695052541,864691137198227521
57669,23P,excitatory_neuron,102889001069434833,864691135772410875
4205,OPC,nonneuron,80108562243708136,864691136418700439
88693,oligo,nonneuron,114580589310579283,864691135975438147
63403,23P,excitatory_neuron,104227587421190505,864691135808362525
23988,OPC,nonneuron,88186674038893056,864691135546045224
50071,oligo,nonneuron,97485518820258588,864691135571306221
76301,23P,excitatory_neuron,110625026637849391,864691135544383016
50397,oligo,nonneuron,98118563713731802,864691135849260894
39370,23P,excitatory_neuron,96128859179020303,864691135810357196
93739,6P-IT,excitatory_neuron,78132740050325732,864691136004766410
66118,oligo,nonneuron,103396974568896778,864691135776125357
28022,23P,excitatory_neuron,90782689845884976,864691135124713767
50928,23P,excitatory_neuron,100632940312434467,864691135429516336
88070,oligo,nonneuron,114437858823553450,864691135134745625
83799,oligo,nonneuron,114085053163928778,864691135945410340
60980,6P-IT,excitatory_neuron,102903706365946362,864691135994541738
68829,oligo,nonneuron,105708285583281348,864691135583657592
86482,23P,excitatory_neuron,78116659960871836,864691135213798712
2219,BC,inhibitory_neuron,79321517875557302,864691136108738744
60300,6P-CT,excitatory_neuron,102058662222346419,864691135387367297
26136,oligo,nonneuron,88264532937854604,864691136222769130
4200,OPC,nonneuron,79475587076580562,864691135510517200
31108,oligo,nonneuron,91075640706838912,864691135375456712
52695,4P,excitatory_neuron,100287143704342043,864691135081646327
53459,4P,excitatory_neuron,98600699428425310,864691136309676122
13023,astrocyte,nonneuron,83754955588033958,864691135343314097
85124,6P-IT,excitatory_neuron,113951118299531721,864691135687206624
67300,OPC,nonneuron,106827932487991703,864691135274479077
54226,oligo,nonneuron,99026896884468352,864691135104148045
87267,5P-ET,excitatory_neuron,114434215885422973,864691135655070402
55025,oligo,nonneuron,100369881148659084,864691135837678483
75174,6P-CT,excitatory_neuron,107543783343943959,864691134989505658
64666,oligo,nonneuron,103390239858894999,864691135467573132
4355,23P,excitatory_neuron,80578741641826997,864691136724327165
67408,23P,excitatory_neuron,105421862133384109,864691135571806189
72656,4P,excitatory_neuron,109433431313926156,864691135355020239
85063,oligo,nonneuron,112402043788002995,864691136361341047
46028,23P,excitatory_neuron,98102827087695934,864691135848281182
15865,23P,excitatory_neuron,85784173151020559,864691136362220002
26705,oligo,nonneuron,88620225016182148,864691135730670777
21432,6P-CT,excitatory_neuron,87143237974149519,864691135065900868
59411,oligo,nonneuron,100856277806344752,864691135730199993
54125,oligo,nonneuron,99730996240838900,864691135589919755
75751,6P-CT,excitatory_neuron,107687682129602006,864691136541454242
70443,6P-IT,excitatory_neuron,106278726698332571,864691136032086715
18808,astrocyte,nonneuron,86640348574703681,864691135476222528
54743,oligo,nonneuron,99382382939291469,864691135909121889
80818,astrocyte,nonneuron,77271134714037614,864691135474619200
91379,6P-IT,excitatory_neuron,117044319588259223,864691136602706641
33491,23P,excitatory_neuron,92893340122876016,864691136126483238
79321,oligo,nonneuron,110568264484182128,864691135864094590
63703,5P-IT,excitatory_neuron,104441510346951322,864691135518220682
88344,6P-IT,excitatory_neuron,114933531670773312,864691136105511385
92954,astrocyte,nonneuron,77703105747298123,864691135758500942
9744,OPC,nonneuron,81092419730634432,864691135918337968
35782,4P,excitatory_neuron,93886542183170731,864691135082719735
37859,oligo,nonneuron,93117709751465189,864691136723307005
37251,5P-IT,excitatory_neuron,93186772623985703,864691135571818221
18842,oligo,nonneuron,86570254842538441,864691135997415850
3131,5P-ET,excitatory_neuron,79889003784395130,864691135848977502
93366,5P-IT,excitatory_neuron,78129715789065725,864691136618473613
27561,astrocyte,nonneuron,90428784406280162,864691135686924000
27004,6P-CT,excitatory_neuron,88691006882699872,864691135866688022
35127,4P,excitatory_neuron,93391487207292248,864691136425005871
803,23P,excitatory_neuron,79246132878049358,864691135494883472
26970,oligo,nonneuron,89182969549396368,864691135994534058
80660,6P-IT,excitatory_neuron,110855649403072893,864691135701163899
83953,oligo,nonneuron,113592951850377131,864691135974452335
2575,5P-IT,excitatory_neuron,78831616524587277,864691136423573551
55744,astrocyte,nonneuron,98823487636322398,864691135715470362
54928,oligo,nonneuron,98889871053705385,864691135866367766
9921,astrocyte,nonneuron,83321403805411228,864691136990197653
17857,4P,excitatory_neuron,85792694701579822,864691136091696695
49293,6P-CT,excitatory_neuron,97975214549412946,864691136126005030
18433,astrocyte,nonneuron,86708931216337779,864691137055575670
21619,astrocyte,nonneuron,88457429851085769,864691136370803592
70008,6P-CT,excitatory_neuron,107403594604620917,864691136965815758
87022,4P,excitatory_neuron,116472710980564986,864691135772590075
43843,oligo,nonneuron,95935344796864972,864691135581604461
44359,oligo,nonneuron,94107887819241448,864691135512026064
3721,BC,inhibitory_neuron,79542657285654345,864691135867623958
14333,OPC,nonneuron,84395420507398570,864691135134700057
29,astrocyte,nonneuron,79100378800984445,864691135340952261
63889,5P-IT,excitatory_neuron,104793629482380904,864691136310252634
48059,oligo,nonneuron,96702322742704466,864691135952032803
92605,4P,excitatory_neuron,77491518210114646,864691136578526996
60983,6P-IT,excitatory_neuron,102903362768570094,864691135815859279
7117,5P-IT,excitatory_neuron,80730542295064547,864691135919665328
30095,4P,excitatory_neuron,91635292662120191,864691136195055062
80811,6P-CT,excitatory_neuron,111981068810451369,864691135938024964
42681,oligo,nonneuron,94381392275865117,864691136275255309
47966,oligo,nonneuron,97968411723877567,864691135849179486
40092,23P,excitatory_neuron,95920089878603093,864691136419491479
92939,oligo,nonneuron,120071138062820268,864691135373364936
66937,23P,excitatory_neuron,105772469105013729,864691136451780095
6602,4P,excitatory_neuron,82627612371004992,864691136084414828
46190,23P,excitatory_neuron,98385675178598944,864691135502590786
77891,oligo,nonneuron,110279573761394566,864691135683421588
80754,6P-IT,excitatory_neuron,111911318340241115,864691135874582670
69478,6P-IT,excitatory_neuron,105994776410889504,864691136267199476
41603,BPC,inhibitory_neuron,74255106203792718,864691135317008847
85755,astrocyte,nonneuron,76075622312643212,864691135575103518
58689,5P-ET,excitatory_neuron,101838966994896236,864691135136720409
43407,6P-IT,excitatory_neuron,95862227475194984,864691135013304054
53519,4P,excitatory_neuron,100219043239488695,864691135753577165
47682,oligo,nonneuron,96701567432117486,864691135875184014
9386,oligo,nonneuron,81018889756406840,864691135564693591
89136,oligo,nonneuron,115286338135391142,864691135568867462
28845,23P,excitatory_neuron,91629451707951964,864691135518374538
32555,oligo,nonneuron,89531309181288607,864691136031666363
75610,6P-IT,excitatory_neuron,107968606947818457,864691135490562151
33124,6P-IT,excitatory_neuron,91645532602636688,864691135841783523
39115,23P,excitatory_neuron,94650359905342186,864691136274878398
38935,6P-IT,excitatory_neuron,93474570061253709,864691135970717797
19215,5P-IT,excitatory_neuron,87134578581620350,864691136136567165
76931,OPC,nonneuron,111120288175302272,864691136723412733
44469,BC,inhibitory_neuron,94248282045916948,864691136009515438
49904,oligo,nonneuron,96357970585262831,864691136601575633
31288,BC,inhibitory_neuron,91709234886114180,864691136453186559
64976,oligo,nonneuron,104868465663345348,864691137019555438
78209,4P,excitatory_neuron,111898330560622106,864691135865600389
45579,astrocyte,nonneuron,96271520611022726,864691135577245957
91616,oligo,nonneuron,116975943708510632,864691135937462276
45653,23P,excitatory_neuron,98102276258319526,864691135582655597
867,23P,excitatory_neuron,80370246145733998,864691137020483694
21093,6P-CT,excitatory_neuron,86578913765542731,864691136065287576
52892,4P,excitatory_neuron,99301981822480807,864691136681964918
48882,5P-ET,excitatory_neuron,98041666619046453,864691135367663865
38310,6P-CT,excitatory_neuron,93262364048392768,864691136195477736
89712,23P,excitatory_neuron,116818095473465293,864691135569780614
66461,NGC,inhibitory_neuron,106966607250900062,864691136907653486
55472,6P-CT,excitatory_neuron,99735807745136898,864691135910516393
60104,oligo,nonneuron,100929327348166619,864691135256144815
52214,23P,excitatory_neuron,100637132469016277,864691135841718499
2584,5P-IT,excitatory_neuron,79958066187299483,864691135569985158
75488,oligo,nonneuron,107827319368156775,864691135274110693
34201,23P,excitatory_neuron,92120040387964287,864691135975998531
4721,23P,excitatory_neuron,82268896702901803,864691136380635093
52045,23P,excitatory_neuron,98667494491100237,864691135475753024
17365,OPC,nonneuron,86777374876163862,864691136311737405
73950,OPC,nonneuron,108595808739459468,864691135334541545
14753,oligo,nonneuron,84675797180586072,864691136370828424
17011,23P,excitatory_neuron,86846026371349727,864691135395016437
31810,oligo,nonneuron,89530003041332876,864691135990896640
29367,4P,excitatory_neuron,89803300132195636,864691136580085012
19870,oligo,nonneuron,86503047060469754,864691136195841750
3030,oligo,nonneuron,79327427884792631,864691135269772197
84331,6P-IT,excitatory_neuron,113104493608357702,864691136595258786
88317,OPC,nonneuron,115847225699241266,864691135644567535
86889,5P-IT,excitatory_neuron,114714247619539480,864691135446397842
86951,5P-IT,excitatory_neuron,116402823071061047,864691136389137527
20847,oligo,nonneuron,85804169780480213,864691136144388365
79262,oligo,nonneuron,110708314643578825,864691135695957402
32103,oligo,nonneuron,89953657944314572,864691135753726669
17591,23P,excitatory_neuron,87127913396656475,864691135816241487
75649,6P-IT,excitatory_neuron,108391987711243871,864691135293960972
81617,23P,excitatory_neuron,112457981173790340,864691135208676985
21706,astrocyte,nonneuron,87684609743343775,864691135969267557
27332,oligo,nonneuron,89324394165508443,864691136008402604
26106,6P-IT,excitatory_neuron,88266250924687386,864691135874288270
79029,oligo,nonneuron,111691897185054480,864691135269737637
84328,6P-CT,excitatory_neuron,113103188005273172,864691136176081926
7138,astrocyte,nonneuron,81715361115951715,864691135489968954
36102,5P-IT,excitatory_neuron,93535386328363747,864691136274777357
28576,23P,excitatory_neuron,91348731974414765,864691135585436284
33982,23P,excitatory_neuron,92261464467153150,864691135577815582
77604,oligo,nonneuron,110840462935594219,864691136723415805
53238,4P,excitatory_neuron,98881486606367659,864691135464302493
34976,23P,excitatory_neuron,93881389631664035,864691135476580160
79548,6P-IT,excitatory_neuron,110429519122610588,864691134988470650
3699,oligo,nonneuron,80245176295342576,864691135104246349
10252,23P,excitatory_neuron,83536495767714186,864691135335194857
81254,23P,excitatory_neuron,112948432615939126,864691136236718095
32993,6P-CT,excitatory_neuron,91645532200104152,864691135569363948
829,23P,excitatory_neuron,78401089606846920,864691135837665427
91194,6P-IT,excitatory_neuron,117746495201575760,864691135873635726
