pre,post,n
864691136144610100,864691135132937888,2
864691135384716762,864691135119120349,2
864691136966704590,864691135122318119,1
864691136391170935,864691135124209447,1
864691135842747107,864691135119891165,1
864691134886624762,864691135115225753,1
864691137019564398,864691135124209447,1
864691135851002311,864691135122350375,1
864691135503246773,864691135132937120,1
864691135591195659,864691135123021095,1
864691136117228196,864691135115225753,1
864691135919901616,864691135123358503,1
864691136110983608,864691135124538151,1
864691135938155524,864691135122799399,1
864691136288879811,864691135118831325,4
864691135800738658,864691135123951655,1
864691135490416698,864691135123358503,1
864691135181773314,864691135132671904,2
864691135462406813,864691135123330855,1
864691135991067136,864691135124213543,3
864691135595810859,864691135118847197,6
864691135475753024,864691135118651101,1
864691136106521817,864691135118527709,1
864691135779377341,864691135124538151,1
864691135986925827,864691135122350375,1
864691135341533105,864691135114679705,1
864691135360127559,864691135122769191,1
864691136287518147,864691135114911385,2
864691135948873825,864691135118847197,2
864691136482885420,864691135118631389,1
864691135118759901,864691135122942503,1
864691135948873825,864691135124690471,2
864691135508863497,864691135122318119,2
864691135346175391,864691135115233945,1
864691135662647024,864691135118456797,1
864691135640038971,864691135118847197,1
864691135163379245,864691135117818077,1
864691135383223770,864691135118704093,1
864691136177886982,864691135118847197,1
864691136109189304,864691135122836263,3
864691136275253950,864691135122836263,1
864691135610499847,864691135122836263,1
864691135874562446,864691135122836263,1
864691135478581446,864691135122836263,2
864691135347123103,864691135118229725,3
864691135816025423,864691135119270109,1
864691135472982066,864691135123358503,1
864691135909744809,864691135122836263,1
864691135698337301,864691135114175129,1
864691135661297136,864691135123045927,1
864691135374806728,864691135118658269,1
864691135342709189,864691135123508775,1
864691135595810859,864691135114679705,1
864691135838019219,864691135122799399,1
864691136136020619,864691135118847197,1
864691136010800812,864691135124690471,2
864691136086239084,864691135123358503,2
864691136617948891,864691135122836263,1
864691136175034630,864691135122836263,1
864691135464228926,864691135122836263,2
864691135867261829,864691135122836263,1
864691135731038137,864691135122836263,2
864691135891467401,864691135124538151,1
864691135689724896,864691135118651101,1
864691137022222702,864691135118456797,1
864691136813865843,864691135115424665,2
864691136523889553,864691135124401191,2
864691135475454528,864691135123342887,1
864691135501971037,864691135123188007,2
864691135273221393,864691135123330855,1
864691135778467517,864691135123358503,1
864691135135087520,864691135114679705,14
864691135294633654,864691135122942503,1
864691137022180974,864691135115122585,5
864691135347754911,864691135122836263,1
864691134988946810,864691135122836263,1
864691135578156549,864691135122836263,2
864691135772732411,864691135122836263,1
864691135698229013,864691135123227687,1
864691135273235473,864691135119630813,1
864691135928528852,864691135132769696,2
864691136311213914,864691135119630813,1
864691135504217693,864691135122470183,3
864691134948255996,864691135132937888,1
864691135067645764,864691135122836263,1
864691136042152534,864691135122836263,1
864691135947474785,864691135122836263,1
864691135688807136,864691135122836263,2
864691135571312109,864691135122836263,1
864691136965753038,864691135122836263,1
864691135275189733,864691135122836263,3
864691135479238342,864691135122836263,2
864691135134921888,864691135122836263,4
864691135464739902,864691135122836263,1
864691135969346405,864691135122836263,1
864691137055770230,864691135124209447,1
864691135569527686,864691135132937888,1
864691136723388925,864691135118631389,1
864691136012704931,864691135114582681,1
864691134949472508,864691135118831325,1
864691134988939898,864691135123342887,2
864691135544403752,864691135118186461,1
864691136933206751,864691135123342887,1
864691135884468592,864691135123358503,1
864691135504247133,864691135118456797,1
864691136118784792,864691135118756573,1
864691135182803970,864691135122799399,2
864691136210175932,864691135118756573,1
864691136298913563,864691135114628505,1
864691135939349761,864691135118571997,1
864691136906696558,864691135123358503,1
864691135013184502,864691135123358503,1
864691135510596873,864691135118456797,1
864691136273902782,864691135123358503,1
864691135386389845,864691135118756573,1
864691136135956363,864691135118658269,1
864691135799745378,864691135118847197,1
864691134886037498,864691135118571997,1
864691136124147750,864691135123342887,1
864691135561072865,864691135123342887,1
864691135728127295,864691135118847197,2
864691136904071858,864691135122799399,1
864691136195002344,864691135118720221,1
864691136965986254,864691135132937888,4
864691135447402068,864691135122799399,1
864691135810347468,864691135122836263,1
864691135374184521,864691135118741725,2
864691135685773495,864691135123358503,2
864691136521825681,864691135123045927,1
864691135800717154,864691135123342887,1
864691136309688154,864691135123358503,1
864691136136381323,864691135119866845,1
864691135989662720,864691135118756573,1
864691136194035926,864691135118565085,1
864691135971552101,864691135119891165,1
864691135693706943,864691135122836263,3
864691135502983861,864691135123508775,1
864691135163752749,864691135118458845,1
864691135946994785,864691135132769696,1
864691136336426419,864691135124690471,1
864691135677044978,864691135123342887,1
864691134988434298,864691135123342119,1
864691135910660777,864691135118756573,2
864691135583130989,864691135119866845,1
864691135920905136,864691135115424665,5
864691136105517785,864691135123342887,1
864691135991153920,864691135132937888,1
864691135577793054,864691135119891165,6
864691135993807297,864691135123342887,1
864691135800607842,864691135118756573,1
864691135123342887,864691135123342887,19
864691136237466172,864691135118899421,1
864691137022098542,864691135118128861,1
864691135118867677,864691135118831325,1
864691136697012846,864691135118456797,1
864691136032591291,864691135114628505,1
864691136052203251,864691135114175129,2
864691136388942864,864691135119891165,2
864691136311001690,864691135117818077,2
864691135686449591,864691135118756573,1
864691135446618196,864691135118658269,1
864691135561541601,864691135123342887,1
864691135699562274,864691135122942503,1
864691135807191069,864691135114175129,2
864691136444757891,864691135123072295,1
864691135447541746,864691135123358503,1
864691136123712294,864691135118756573,1
864691137200004161,864691135115122585,2
864691135777608800,864691135118750685,1
864691135518305747,864691135123358503,1
864691135971725157,864691135119630813,1
864691135013548022,864691135123342887,1
864691136041424214,864691135118629597,2
864691135469311628,864691135124209447,3
864691135866165212,864691135118756573,1
864691135994407617,864691135123188007,1
864691137197860161,864691135118756573,5
864691136273722302,864691135123045927,1
864691137200004161,864691135119120349,2
864691136602787025,864691135118756573,2
864691134886444794,864691135118756573,1
864691135619976335,864691135123358503,1
864691136944084703,864691135123342887,1
864691135699293986,864691135123342887,1
864691135942348801,864691135115122585,1
864691135754932173,864691135119866845,1
864691135964837066,864691135123342887,2
864691135293183926,864691135124209447,1
864691135577780485,864691135122350375,1
864691135658612866,864691135114628505,1
864691136923789796,864691135115233945,2
864691135688823008,864691135119099869,1
864691136299163419,864691135118658269,1
864691135940072358,864691135123358503,1
864691136391367039,864691135119120349,1
864691135689724896,864691135124690471,1
864691136092646836,864691135114628505,1
864691135432003120,864691135123358503,10
864691136236942351,864691135122836263,2
864691135478283718,864691135132769696,1
864691135577539614,864691135119991261,1
864691135369189881,864691135119991261,1
864691135279621281,864691135123358503,1
864691136926319690,864691135123342119,1
864691136488319506,864691135132769696,1
864691135586461304,864691135123358503,2
864691135163344429,864691135123342887,1
864691134965718303,864691135117818077,5
864691135646833903,864691135119991261,1
864691136236910351,864691135122330407,6
864691135504217693,864691135114582681,1
864691136675427975,864691135124401191,1
864691136619592845,864691135123358503,8
864691135777844909,864691135119991261,1
864691135866536581,864691135132769696,1
864691136390853136,864691135119991261,2
864691135842920419,864691135123358503,2
864691135764678198,864691135123358503,1
864691135858491438,864691135119991261,2
864691135274968337,864691135119991261,1
864691136136631933,864691135115233945,1
864691136331421674,864691135119991261,1
864691135892278665,864691135119991261,3
864691135939592196,864691135119991261,1
864691136536738466,864691135123227687,1
864691136579556628,864691135123162407,1
864691135782517328,864691135119891165,3
864691135941277044,864691135118899421,1
864691135466333509,864691135118831325,1
864691135943566964,864691135119866845,1
864691136010840236,864691135118847197,1
864691135989649152,864691135118847197,1
864691135323991452,864691135119891165,1
864691135294852534,864691135119991261,1
864691135885702512,864691135118491357,1
864691135811646924,864691135119991261,1
864691136026234169,864691135119991261,1
864691135527121243,864691135122836263,1
864691135878689363,864691135119991261,4
864691135480960454,864691135119991261,1
864691135742097044,864691135119991261,1
864691135294914486,864691135119991261,1
864691135693600447,864691135119991261,1
864691135658999682,864691135118458845,2
864691136288927939,864691135118847197,1
864691135569690092,864691135119991261,5
864691136124142118,864691135123342887,1
864691136229395793,864691135115225753,2
864691136010639022,864691135119991261,1
864691135272184081,864691135118527709,1
864691135323973276,864691135118749405,3
864691135890781577,864691135124401191,1
864691135123807271,864691135118458845,2
864691135761994038,864691135132671904,2
864691136042469718,864691135118456797,2
864691135594101291,864691135118741725,1
864691135878299475,864691135114911385,1
864691136032659387,864691135118720221,1
864691136524283793,864691135122318119,1
864691135939645444,864691135123330855,1
864691134918307594,864691135123021095,2
864691135774221643,864691135124209447,1
864691136904064690,864691135122836263,1
864691135927343374,864691135132769696,1
864691136137349515,864691135124538151,1
864691135587743612,864691135124690471,2
864691135779161440,864691135119924189,1
864691136196349004,864691135118831325,1
864691135293619468,864691135132937888,1
864691137022244206,864691135119924189,1
864691135376567369,864691135114679705,1
864691135783823923,864691135118658269,1
864691135853290439,864691135122942503,1
864691136210733756,864691135124690471,2
864691135462749246,864691135118527709,1
864691136742071900,864691135123358503,1
864691135339066342,864691135132671904,2
864691136239068732,864691135123726119,1
864691136370997640,864691135119891165,1
864691135716929562,864691135118831325,1
864691135762730294,864691135118756573,1
864691135337047529,864691135124209447,1
864691136085464684,864691135118741725,1
864691135853290439,864691135119891165,3
864691135853297863,864691135124401191,1
864691135853290439,864691135118565085,1
864691135463141533,864691135115122585,1
864691136136240011,864691135119866845,1
864691135463696446,864691135122942503,2
864691135685228471,864691135118847197,1
864691136333760691,864691135118186461,1
864691135492558951,864691135119270109,3
864691135593237259,864691135117836509,1
864691135847931998,864691135118571997,1
864691137021910126,864691135119891165,2
864691135926604814,864691135119866845,1
864691136240098108,864691135119924189,1
864691136925089508,864691135123508775,1
864691136328888042,864691135123276583,1
864691135811503564,864691135119924189,1
864691135937586997,864691135118186461,1
864691135939645444,864691135124213543,1
864691135375895752,864691135114679705,1
864691135276975333,864691135123358503,1
864691135875989134,864691135118831325,2
864691136009394350,864691135119866845,3
864691135184304898,864691135114679705,2
864691136005674186,864691135118720221,1
864691135989313024,864691135123508775,2
864691135375555528,864691135118674397,1
864691135774514507,864691135118831325,3
864691135492357471,864691135122799399,1
864691135754598605,864691135122799399,1
864691136113116241,864691135115225753,1
864691135800501346,864691135122836263,1
864691136116195492,864691135118458845,1
864691135366955257,864691135119866845,1
864691136379553237,864691135122318119,1
864691135877396307,864691135132937120,1
864691135584283000,864691135119891165,1
864691135742247787,864691135118527709,1
864691134887458810,864691135132671904,1
864691135971252837,864691135123508775,2
864691135989739011,864691135123951655,1
864691136618444941,864691135123342119,1
864691135469090898,864691135132937888,1
864691135493149927,864691135118532317,1
864691135878572627,864691135123726119,7
864691136927491146,864691135124213543,1
864691135429826352,864691135119270109,2
864691136008895404,864691135123227687,1
864691135293584908,864691135124213543,1
864691135684529335,864691135123162407,1
864691136309705562,864691135124213543,1
864691135585213816,864691135118565085,2
864691136123680038,864691135118706909,1
864691136312466010,864691135118831325,1
864691135809494732,864691135114582681,1
864691135725481387,864691135118458845,1
864691135843236323,864691135119924189,1
864691136925169380,864691135124401191,1
864691136022280696,864691135115122585,2
864691136052203251,864691135122346023,1
864691135739637105,864691135123276583,1
864691135875989134,864691135124213543,1
864691135776909741,864691135124213543,2
864691135687890912,864691135118197725,1
864691136011927715,864691135124213543,1
864691135662448880,864691135124213543,1
864691136866259822,864691135124213543,1
864691135184104194,864691135115122585,1
864691135163912237,864691135123358503,1
864691135511621385,864691135123358503,3
864691134989865338,864691135124213543,1
864691135756016333,864691135122318119,1
864691135861093992,864691135123621159,1
864691136424534063,864691135124213543,1
864691135703299451,864691135119891165,1
864691135591056139,864691135117818077,1
864691135918892208,864691135122318119,1
864691135592380171,864691135124213543,7
864691135234402137,864691135124213543,1
864691136330117866,864691135124213543,1
864691136421271447,864691135114679705,1
864691135258635183,864691135124213543,1
864691136288634563,864691135124213543,1
864691135376111689,864691135124213543,2
864691135817803599,864691135124213543,1
864691136196240342,864691135123508775,1
864691135398208801,864691135119866845,1
864691135586876028,864691135118532317,1
864691135123112999,864691135119891165,1
864691135757078994,864691135124213543,1
864691135387551061,864691135132937888,1
864691135490492218,864691135124213543,1
864691135777175213,864691135124213543,1
864691135595105835,864691135124213543,1
864691137020087406,864691135124213543,1
864691136010770862,864691135124213543,1
864691135465144133,864691135124213543,1
864691136485237036,864691135124213543,1
864691136229439825,864691135123188007,1
864691135749963305,864691135124213543,1
864691135617740431,864691135118651101,1
864691136989941653,864691135132667552,1
864691136124603430,864691135123726119,1
864691135784179763,864691135124213543,1
864691136966518478,864691135122836263,1
864691135693713087,864691135123162407,1
864691135807191069,864691135124213543,1
864691135184087554,864691135124213543,1
864691135919921328,864691135124213543,1
864691135342876081,864691135124213543,2
864691135346604447,864691135124213543,6
864691136389610256,864691135115122585,1
864691136175531270,864691135124213543,1
864691135478663366,864691135118456797,1
864691135866579333,864691135119891165,1
864691135430727984,864691135122346023,1
864691135134715417,864691135122318119,1
864691135446982596,864691135123335463,2
864691135492636511,864691135122799399,1
864691134941173859,864691135118741725,1
864691135339088102,864691135124213543,1
864691135738986353,864691135124213543,1
864691135275983589,864691135124213543,4
864691135396342517,864691135124213543,1
864691135811503564,864691135124213543,2
864691136925380682,864691135124213543,1
864691135396115445,864691135124213543,1
864691136135501195,864691135124213543,1
864691136389446672,864691135118651101,1
864691136144524596,864691135119866845,1
864691135689062880,864691135118631389,1
864691136196391894,864691135124401191,1
864691135503230901,864691135114911385,1
864691136372954248,864691135124690471,5
864691135361183576,864691135119120349,1
864691136209203388,864691135118741725,1
864691135065028164,864691135118186461,1
864691135867970070,864691135118458845,1
864691135491589863,864691135123205671,1
864691135429868080,864691135118756573,1
864691134948605180,864691135123358503,1
864691135582539373,864691135123029287,1
864691135865501573,864691135123205671,1
864691136953917919,864691135123726119,3
864691135565543191,864691135118565085,1
864691135492431719,864691135122799399,1
864691135105749069,864691135123951655,1
864691135640125755,864691135118527709,2
864691136177312774,864691135122942503,1
864691135476940712,864691135118756573,1
864691136124607782,864691135124401191,1
864691135786350788,864691135119866845,1
864691136287529411,864691135123330855,1
864691135577559070,864691135124401191,1
864691136052590835,864691135123162407,1
864691136145828404,864691135119991261,1
864691135810656029,864691135123951655,2
864691135939592196,864691135118831325,1
864691135809728541,864691135118491357,1
864691135577592606,864691135115122585,2
864691135124803111,864691135119270109,1
864691136924736740,864691135122346023,1
864691136437633950,864691135122470183,2
864691135579100165,864691135119924189,1
864691135133381792,864691135132937888,1
864691136311001690,864691135123358503,1
864691135155543652,864691135119866845,1
864691136965830350,864691135115122585,1
864691136005176778,864691135118831325,1
864691136380264149,864691135118741725,1
864691135884377968,864691135118720221,1
864691135397617697,864691135115225753,1
864691135782517328,864691135123162407,1
864691135645435631,864691135122799399,2
864691136005815754,864691135118532317,1
864691136912690417,864691135123330855,1
864691135182809858,864691135118722269,1
864691136363080930,864691135123162407,1
864691135704914580,864691135132671904,1
864691135295021494,864691135124690471,1
864691136144620340,864691135118847197,1
864691135731965076,864691135123029287,1
864691136091771316,864691135122799399,1
864691136004885706,864691135123726119,3
864691135389231233,864691135114679705,1
864691135568756204,864691135122769191,1
864691136336127667,864691135123029287,1
864691136176193286,864691135123508775,3
864691136010128812,864691135118831325,1
864691135118491357,864691135118491357,4
864691136116183204,864691135117818077,1
864691135949096801,864691135119924189,1
864691135985180672,864691135118446813,1
864691135868018198,864691135117818077,2
864691136065298840,864691135118458845,1
864691136195634134,864691135114679705,3
864691135576145438,864691135123726119,1
864691135387154517,864691135132769696,1
864691136313770045,864691135119924189,1
864691135519313802,864691135124213543,1
864691135779634621,864691135123180583,1
864691136105507289,864691135118658269,1
864691136010112428,864691135114679705,3
864691135235459417,864691135124401191,1
864691135015369974,864691135119991261,1
864691135866052572,864691135123162407,1
864691135340203238,864691135114628505,1
864691135885702512,864691135118527709,1
864691136388563728,864691135122836263,1
864691135909758121,864691135117818077,1
864691135357084111,864691135115225753,1
864691135842397411,864691135123162407,2
864691135519632266,864691135118749405,2
864691135877218387,864691135119891165,1
864691135926488590,864691135132937888,1
864691135463646365,864691135132769696,1
864691136438882974,864691135124690471,1
864691135518792842,864691135115424665,1
864691136546771618,864691135132937888,1
864691135696916122,864691135123276583,1
864691135749021225,864691135118458845,5
864691136389221495,864691135118722269,1
864691135082864887,864691135122330407,1
864691136311801917,864691135123726119,1
864691135776874157,864691135123045927,3
864691135696624794,864691135118674397,1
864691135577865989,864691135123342887,2
864691135716476954,864691135132769696,1
864691135212508096,864691135118831325,4
864691136329714410,864691135122836263,1
864691135732038329,864691135119630813,1
864691135270449573,864691135118571997,3
864691136486775826,864691135123358503,1
864691135946587940,864691135119866845,1
864691135725929279,864691135122836263,1
864691136227412049,864691135115225753,2
864691135736893572,864691135124538151,1
864691135463548734,864691135118674397,1
864691135119923677,864691135119991261,7
864691135156603236,864691135119991261,2
864691135977221743,864691135124401191,1
864691135616546251,864691135123358503,1
864691135696957082,864691135118651101,1
864691136953933279,864691135122836263,1
864691136482879788,864691135122346023,1
864691136521568913,864691135123726119,1
864691136101136757,864691135122330407,2
864691135725203371,864691135122799399,1
864691135456842858,864691135124538151,22
864691135868142870,864691135119866845,1
864691135516879827,864691135132937888,2
864691136619344859,864691135118847197,1
864691135878047571,864691135119866845,1
864691135618653033,864691135119120349,1
864691136425751087,864691135124401191,1
864691135499566355,864691135118559453,1
864691135478254248,864691135124690471,1
864691135858491438,864691135132769696,1
864691135784378419,864691135122836263,1
864691136740460636,864691135123045927,1
864691135102385696,864691135114628505,2
864691136195518696,864691135122346023,1
864691135480678086,864691135118704093,1
864691136361638626,864691135117808349,1
864691136110685880,864691135118458845,1
864691136620894093,864691135124690471,1
864691136992007317,864691135118756573,2
864691135272187045,864691135118847197,1
864691135213631872,864691135118197725,1
864691135544425768,864691135123508775,2
864691135470895186,864691135115424665,1
864691136422833967,864691135117818077,1
864691136662440670,864691135118741725,1
864691135778825133,864691135119270109,1
864691135731705273,864691135118756573,1
864691136210734012,864691135132671904,1
864691135575386654,864691135114679705,1
864691135939008565,864691135124690471,1
864691136484506412,864691135119866845,1
864691135135171744,864691135114911385,2
864691135853244359,864691135119630813,1
864691135841813731,864691135119866845,1
864691136371713160,864691135118629597,1
864691135954699299,864691135115122585,3
864691136708588918,864691135123162407,2
864691136379550933,864691135123508775,1
864691135941891956,864691135118658269,1
864691135742071403,864691135118527709,1
864691135718228372,864691135123330855,1
864691135357411791,864691135119630813,1
864691136000084131,864691135122799399,1
864691136175994374,864691135119120349,1
864691135463606846,864691135114679705,1
864691136913893873,864691135119891165,1
864691135578866693,864691135114679705,2
864691135617802127,864691135114911385,1
864691135702914427,864691135122836263,1
864691135873626510,864691135118571997,1
864691135511639561,864691135124538151,1
864691135577559070,864691135122942503,2
864691136066253720,864691135132671904,1
864691135726077611,864691135119866845,1
864691136619592845,864691135118527709,2
864691135570230252,864691135123045927,1
864691136423065135,864691135123285031,2
864691135210447481,864691135115424665,2
864691136092270004,864691135118704093,3
864691135496339088,864691135118756573,1
864691136268265204,864691135123342119,1
864691135654591426,864691135117818077,1
864691135759654990,864691135114628505,1
864691135235363417,864691135123508775,1
864691135848800862,864691135122731815,1
864691135591398411,864691135114911385,1
864691135970037093,864691135124401191,1
864691136925089508,864691135123951655,4
864691135614143947,864691135132671904,2
864691136120642584,864691135118756573,1
864691135920571056,864691135114679705,1
864691136124142118,864691135122799399,1
864691135292368566,864691135117818077,2
864691134948430844,864691135118456797,1
864691135579366149,864691135123621159,1
864691135394972405,864691135118741725,2
864691137015931246,864691135118749405,1
864691135361012039,864691135114911385,1
864691135755458514,864691135114458521,1
864691135785104947,864691135124690471,1
864691136298115099,864691135122330407,1
864691135195469354,864691135119891165,1
864691135475512384,864691135118756573,1
864691136922784228,864691135118186461,1
864691136053038067,864691135123951655,1
864691136522283665,864691135123275303,1
864691135694113215,864691135132937888,3
864691136389644560,864691135119866845,1
864691135698545818,864691135118756573,2
864691135778716589,864691135123285031,2
864691135852736711,864691135118722269,1
864691135859427432,864691135114175129,1
864691135539132274,864691135122799399,1
864691136022810104,864691135118847197,2
864691135915890278,864691135123275303,1
864691136723574013,864691135118527709,1
864691136806748782,864691135123276583,2
864691135346801055,864691135119120349,2
864691135947626081,864691135122942503,2
864691135257052079,864691135122799399,1
864691135781263696,864691135123104551,1
864691135277337061,864691135115122585,1
864691136314126653,864691135119630813,2
864691135939447861,864691135132769696,1
864691135686656951,864691135132769696,1
864691135571789037,864691135123162407,1
864691136966673870,864691135119866845,1
864691135512589776,864691135124538151,2
864691135573239021,864691135118458845,1
864691135511621385,864691135114175129,1
864691135577559070,864691135119891165,1
864691135875965838,864691135122942503,1
864691136521567121,864691135118629597,1
864691135465100189,864691135114679705,1
864691135409554121,864691135123180583,1
864691135782563408,864691135118458845,1
864691136522459537,864691135118565085,1
864691135347813535,864691135123233831,1
864691135308319046,864691135119630813,1
864691136135300235,864691135118756573,1
864691135512170448,864691135119099869,1
864691135342627505,864691135124213543,1
864691135941994662,864691135124690471,2
864691135772261115,864691135118229725,1
864691136390905207,864691135119991261,2
864691136990010005,864691135122836263,1
864691135858603822,864691135123285031,1
864691136421308311,864691135118559453,1
864691135996249002,864691135118831325,1
864691135510883081,864691135118658269,1
864691135499821331,864691135123162407,1
864691135772587083,864691135114911385,1
864691136033414843,864691135132937120,1
864691135954480163,864691135119630813,2
864691137198745409,864691135119866845,1
864691136336274867,864691135114679705,1
864691135394662389,864691135115424665,1
864691135977045871,864691135119924189,1
864691135518444243,864691135119924189,1
864691134965694495,864691135118527709,1
864691135361083975,864691135123072295,1
864691135610492423,864691135123726119,2
864691136968447438,864691135124213543,1
864691135448385426,864691135124401191,1
864691135974466671,864691135122799399,1
864691135571632518,864691135114679705,1
864691135892056457,864691135115424665,1
864691135954690568,864691135118458845,1
864691136088969271,864691135118749405,2
864691135976624963,864691135122799399,1
864691135323958684,864691135118658269,1
864691135617749647,864691135118741725,3
864691135998759114,864691135118720221,1
864691135132956064,864691135132956064,1
864691135573503525,864691135124690471,1
864691136390008439,864691135124690471,1
864691135720800049,864691135124401191,1
864691136904054450,864691135117818077,1
864691136090923444,864691135119866845,1
864691135235344985,864691135123029287,3
864691135570320620,864691135122836263,1
864691135182756610,864691135115233945,1
864691136117422244,864691135119866845,2
864691135082525943,864691135123508775,1
864691136137349515,864691135124401191,1
864691135938398468,864691135122350375,1
864691135463691838,864691135123276583,1
864691136618409869,864691135119866845,1
864691135703010683,864691135119866845,2
864691136124604710,864691135118446813,2
864691135654354370,864691135118756573,1
864691136754050414,864691135122799399,1
864691136974561564,864691135117818077,1
864691135762778678,864691135123342887,1
864691135119800797,864691135123285031,1
864691136603429585,864691135119891165,1
864691135526715483,864691135117808349,1
864691135208520569,864691135118756573,1
864691134887635962,864691135119924189,1
864691135579307269,864691135119866845,2
864691135067961668,864691135114628505,1
864691136266970612,864691135123162407,1
864691135376399689,864691135123508775,1
864691135939370805,864691135119099869,1
864691135495156112,864691135122942503,1
864691135545115688,864691135118749405,1
864691135592380171,864691135118831325,7
864691134920077322,864691135124538151,1
864691135348264407,864691135118741725,1
864691136924138468,864691135118458845,1
864691135576161054,864691135123276583,1
864691135741757844,864691135124690471,1
864691136754050414,864691135123342887,1
864691136138909053,864691135124690471,1
864691135890399881,864691135118651101,1
864691136965767886,864691135122836263,1
864691135856560430,864691135122836263,1
864691135948814433,864691135114679705,1
864691135066403908,864691135123276583,1
864691135582635629,864691135118456797,1
864691135491892063,864691135123188007,1
864691136086239084,864691135122942503,1
864691135867033726,864691135123951655,1
864691136052773000,864691135118674397,1
864691136968447438,864691135118559453,1
864691136175072006,864691135118456797,1
864691135725354155,864691135124538151,1
864691135737593476,864691135123275303,1
864691135124571943,864691135132667552,1
864691135865103580,864691135118631389,1
864691135802313826,864691135123726119,2
864691135431870256,864691135124690471,1
864691136423696175,864691135118456797,1
864691136331053290,864691135124690471,1
864691136617144539,864691135115225753,1
864691135703055995,864691135114679705,1
864691136618232539,864691135122836263,1
864691135015139062,864691135118491357,1
864691135699817237,864691135122942503,1
864691135946128932,864691135123029287,1
864691134940745571,864691135119099869,1
864691135357454031,864691135118658269,1
864691135776666720,864691135114679705,2
864691135343974577,864691135118899421,1
864691135122836263,864691135114458521,1
864691136664648158,864691135114628505,1
864691135156603236,864691135118831325,2
864691136924515300,864691135122318119,1
864691135495148944,864691135114458521,1
864691135360127559,864691135122350375,3
864691135737272196,864691135122836263,1
864691135742505835,864691135115233945,1
864691136311213914,864691135119924189,1
864691135645269231,864691135118458845,1
864691135867058140,864691135118831325,1
864691135342995377,864691135122836263,2
864691136010687404,864691135114628505,1
864691136126388774,864691135124401191,3
864691135357385679,864691135119270109,1
864691135593829163,864691135122330407,4
864691135942007297,864691135124690471,1
864691136425749807,864691135122318119,2
864691135383422170,864691135118756573,2
864691136111480248,864691135124401191,2
864691135446722962,864691135117818077,2
864691135989272064,864691135123330855,1
864691136310672474,864691135118458845,1
864691134940724835,864691135114679705,1
864691136391846783,864691135114628505,1
864691137054570870,864691135122799399,1
864691135587668348,864691135118532317,1
864691135867033982,864691135123508775,2
864691136903062194,864691135123508775,1
864691135462779966,864691135118651101,1
864691135545464104,864691135114175129,2
864691136137401483,864691135119866845,1
864691136524472721,864691135122836263,2
864691135374444232,864691135123275303,1
864691136925033956,864691135118186461,1
864691136021895416,864691135118186461,2
864691135066023236,864691135117818077,1
864691135939327489,864691135122350375,1
864691136010606510,864691135119891165,1
864691136273905598,864691135132671904,1
864691135448581460,864691135114679705,1
864691136595955362,864691135118674397,1
864691135398208801,864691135118565085,1
864691135527289179,864691135118658269,1
864691135462696254,864691135115225753,1
864691135182713602,864691135118674397,1
864691136452582911,864691135124209447,1
864691135937211652,864691135132937888,1
864691135784179763,864691135123358503,4
864691135841923811,864691135122731815,1
864691135349083607,864691135119924189,1
864691135385126379,864691135119120349,1
864691135567081751,864691135118741725,1
864691135504081474,864691135123162407,7
864691135848642910,864691135118741725,2
864691135156284004,864691135117836509,1
864691136136940413,864691135114175129,1
864691136362762978,864691135123276583,1
864691135736296084,864691135123726119,2
864691135938414645,864691135118559453,1
864691136991400341,864691135118629597,1
864691136025504569,864691135114582681,1
864691135163366445,864691135118629597,1
864691135778419901,864691135115424665,1
864691136066518936,864691135118658269,1
864691136110005176,864691135118631389,1
864691135991938753,864691135118741725,1
864691135509998345,864691135123162407,1
864691136927067978,864691135118706909,1
864691136373149064,864691135122836263,1
864691135561699041,864691135119630813,1
864691135539129458,864691135118831325,1
864691134950317308,864691135119866845,1
864691136195793640,864691135118128861,1
864691135686091447,864691135122318119,6
864691136675476359,864691135118186461,2
864691135464289093,864691135117818077,2
864691135949041249,864691135132769696,1
864691135929215188,864691135123726119,1
864691136026056761,864691135132769696,1
864691135398955809,864691135118847197,1
864691135594728747,864691135122942503,1
864691135101806112,864691135118559453,2
864691136603811281,864691135118847197,1
864691135279604385,864691135123276583,4
864691136267650804,864691135123951655,2
864691134966306591,864691135118750685,1
864691136275309502,864691135119924189,1
864691135687786208,864691135117836509,2
864691135616313705,864691135115424665,1
864691135864072318,864691135118706909,1
864691135943296372,864691135123726119,1
864691135994201025,864691135114628505,1
864691135463936318,864691135122836263,5
864691135918652336,864691135122799399,2
864691135867049948,864691135124690471,2
864691135716272666,864691135122942503,1
864691136119185944,864691135123726119,1
864691135195394858,864691135118186461,3
864691135583988722,864691135118674397,1
864691137200004161,864691135115225753,1
864691135989344512,864691135132667552,1
864691135577793054,864691135118831325,10
864691136010488492,864691135119924189,1
864691135739958932,864691135123205671,1
864691136451224831,864691135118756573,1
864691136106825945,864691135114458521,1
864691136091973556,864691135132671904,1
864691135384308459,864691135115122585,1
864691136009286574,864691135114679705,1
864691135572825837,864691135132667552,1
864691136209011132,864691135123508775,1
864691135662924784,864691135119630813,1
864691136227492433,864691135119891165,1
864691135976057155,864691135118658269,1
864691135119923677,864691135124690471,1
864691134887471866,864691135114679705,1
864691135569760134,864691135118756573,1
864691135781844048,864691135119891165,1
